Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,55,Business travel,Eco,569,1,1,1,1,1,1,1,1,2,2,3,4,4,1,37,27.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Eco,283,3,1,1,1,3,3,3,3,4,3,4,4,3,3,42,32.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Eco Plus,1269,2,2,2,2,2,2,2,2,1,3,4,4,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,679,4,4,4,4,4,4,4,4,5,4,5,3,4,4,13,13.0,satisfied
Female,Loyal Customer,27,Business travel,Business,1072,3,3,3,3,3,4,3,3,3,4,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,53,Business travel,Eco,1056,3,4,4,4,1,5,4,3,3,3,3,1,3,1,19,7.0,satisfied
Female,disloyal Customer,34,Business travel,Eco,361,3,4,3,4,1,3,1,1,3,3,3,1,4,1,31,115.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Eco,495,5,5,5,5,5,5,5,5,4,4,1,5,3,5,6,5.0,satisfied
Male,Loyal Customer,60,Business travel,Business,283,3,5,5,5,5,4,3,3,3,3,3,4,3,3,7,56.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,1739,4,4,4,1,4,4,4,4,4,5,5,5,5,4,4,0.0,neutral or dissatisfied
Male,Loyal Customer,63,Business travel,Eco,241,1,5,5,5,1,1,1,1,1,2,4,3,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Eco Plus,787,5,4,4,4,5,5,5,3,2,4,4,5,5,5,279,276.0,satisfied
Female,Loyal Customer,33,Personal Travel,Eco,1440,2,5,2,3,2,2,2,2,5,2,4,3,5,2,10,1.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,517,5,0,5,4,4,5,4,4,5,5,5,3,4,4,54,51.0,satisfied
Male,Loyal Customer,30,Business travel,Business,390,4,4,4,4,5,5,5,5,5,2,5,4,5,5,10,11.0,satisfied
Female,Loyal Customer,25,Business travel,Business,2419,1,2,2,2,1,1,1,1,1,3,2,1,3,1,0,5.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,1672,3,1,3,3,4,5,5,5,5,5,5,4,5,5,0,2.0,satisfied
Female,Loyal Customer,43,Business travel,Business,2182,2,5,5,5,2,3,4,2,2,2,2,4,2,2,5,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3554,2,2,2,2,5,5,5,4,4,4,4,4,4,3,7,1.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco Plus,481,2,2,3,3,2,3,2,2,3,4,2,1,3,2,67,78.0,neutral or dissatisfied
Male,Loyal Customer,69,Personal Travel,Eco,571,1,4,1,3,1,1,1,1,1,1,3,2,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,224,3,3,3,3,1,2,4,5,5,5,4,5,5,1,0,0.0,satisfied
Male,Loyal Customer,24,Business travel,Eco,641,5,4,5,4,5,5,5,5,2,2,1,5,5,5,0,0.0,satisfied
Male,Loyal Customer,29,Business travel,Business,3961,1,1,1,1,5,5,5,5,3,4,4,3,5,5,0,0.0,satisfied
Male,disloyal Customer,48,Business travel,Business,1298,3,3,3,1,2,3,1,2,5,3,5,3,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,106,2,2,2,2,4,4,2,5,5,5,4,3,5,2,0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,2454,1,1,1,1,3,4,4,3,3,4,4,4,5,4,340,341.0,satisfied
Female,Loyal Customer,40,Business travel,Business,516,5,5,5,5,3,5,4,4,4,4,4,4,4,5,0,1.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,190,4,5,4,3,2,4,2,2,4,5,5,5,4,2,4,0.0,neutral or dissatisfied
Female,disloyal Customer,50,Business travel,Eco,199,2,0,2,1,3,2,3,3,5,5,1,2,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Eco,1195,3,3,3,3,3,4,3,3,2,5,2,3,5,3,18,0.0,satisfied
Male,Loyal Customer,37,Business travel,Business,3868,2,2,2,2,5,5,4,5,5,5,5,4,5,4,6,2.0,satisfied
Female,disloyal Customer,28,Business travel,Eco,775,2,2,2,4,2,2,2,1,3,4,4,2,2,2,355,391.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,2239,2,2,2,2,5,5,5,5,5,2,3,1,5,5,0,0.0,satisfied
Male,Loyal Customer,56,Personal Travel,Eco,845,3,2,3,3,4,3,4,4,2,3,2,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,3270,4,4,4,4,2,5,5,3,3,3,3,4,3,5,1,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,1638,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,1.0,satisfied
Male,disloyal Customer,25,Business travel,Business,472,4,1,4,5,2,4,5,2,4,4,4,3,5,2,0,1.0,satisfied
Female,Loyal Customer,20,Business travel,Eco Plus,370,1,4,4,4,1,1,4,1,4,1,3,1,3,1,43,28.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1994,2,2,1,2,2,4,5,4,4,4,4,5,4,5,7,0.0,satisfied
Female,disloyal Customer,21,Business travel,Business,228,5,0,5,2,2,5,2,2,2,4,1,3,3,2,0,0.0,satisfied
Male,Loyal Customer,32,Personal Travel,Eco Plus,308,3,4,3,3,2,3,2,2,3,2,4,5,5,2,8,2.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,425,4,4,4,4,5,4,4,3,3,4,3,5,3,3,0,0.0,satisfied
Male,disloyal Customer,26,Business travel,Business,1607,2,2,2,1,1,2,4,1,3,4,4,3,4,1,13,28.0,neutral or dissatisfied
Male,Loyal Customer,9,Business travel,Business,1430,2,1,1,1,2,2,2,2,3,5,3,4,4,2,0,8.0,neutral or dissatisfied
Male,Loyal Customer,61,Business travel,Eco,201,5,1,1,1,5,5,5,5,3,1,2,4,1,5,0,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,89,0,4,0,4,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
Female,Loyal Customer,64,Personal Travel,Eco,1055,3,4,4,3,3,5,4,4,4,4,4,3,4,5,11,17.0,neutral or dissatisfied
Male,Loyal Customer,32,Business travel,Business,3985,0,0,0,4,3,3,3,3,2,3,2,2,4,3,0,0.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,228,4,1,4,4,5,4,5,5,3,2,3,1,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,3121,5,5,5,5,3,1,3,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,642,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,6.0,satisfied
Female,disloyal Customer,39,Business travel,Business,425,2,2,2,2,2,2,2,2,5,5,1,5,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Eco,109,4,3,3,3,5,4,5,5,4,5,2,3,5,5,0,0.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,3784,4,5,4,2,4,3,3,4,5,5,5,3,4,3,16,27.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Eco Plus,187,2,3,3,3,3,2,3,3,1,1,4,1,3,3,1,2.0,neutral or dissatisfied
Female,Loyal Customer,15,Business travel,Eco,287,4,5,5,5,4,4,2,4,2,5,3,2,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Personal Travel,Eco,590,3,5,3,5,4,3,4,4,3,2,4,5,2,4,0,6.0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,373,2,5,2,5,1,2,1,1,2,4,4,2,1,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,762,3,4,4,4,5,4,3,3,3,3,3,1,3,4,1,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,1192,2,4,2,2,2,5,5,2,2,2,2,3,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,972,4,4,4,3,4,4,4,4,5,3,4,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,283,1,5,5,5,2,3,4,1,1,1,1,2,1,1,5,10.0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,622,1,4,1,3,5,1,5,5,5,2,4,3,5,5,0,3.0,neutral or dissatisfied
Female,Loyal Customer,35,Business travel,Business,1235,1,1,1,1,4,5,5,4,4,4,4,3,4,3,2,16.0,satisfied
Male,disloyal Customer,26,Business travel,Eco,533,2,3,2,4,2,2,2,2,4,1,2,3,1,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,912,1,1,1,4,5,1,5,5,1,5,3,3,4,5,11,8.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,1949,2,2,2,2,5,4,4,5,5,5,5,5,5,3,8,1.0,satisfied
Female,Loyal Customer,43,Personal Travel,Eco,429,3,3,3,2,5,1,4,1,1,3,1,5,1,5,39,29.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,641,3,1,1,1,3,3,3,3,4,1,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,110,2,1,2,3,4,2,4,4,4,1,4,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Eco,349,2,4,2,2,4,2,4,4,4,4,5,3,5,4,2,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Eco,515,2,3,3,3,1,2,3,2,2,2,2,2,2,2,5,27.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,460,0,4,0,1,5,0,5,5,3,5,4,3,5,5,0,4.0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,691,1,4,1,1,1,1,1,1,3,5,4,4,4,1,0,1.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,414,5,5,5,4,2,5,2,2,3,5,5,3,4,2,0,0.0,satisfied
Female,Loyal Customer,47,Personal Travel,Business,438,1,4,5,4,3,3,4,1,1,5,4,1,1,3,70,66.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,2296,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,2036,5,5,5,5,4,5,4,4,4,4,4,4,4,5,15,19.0,satisfied
Female,Loyal Customer,43,Personal Travel,Business,292,3,5,2,3,5,5,5,5,5,2,5,3,5,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,49,Business travel,Business,213,2,2,2,4,5,2,5,5,4,4,4,3,4,5,20,21.0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,1464,3,1,3,4,4,3,4,4,2,3,2,1,3,4,73,63.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,655,4,4,4,4,5,5,5,5,5,3,5,5,5,5,24,26.0,satisfied
Female,Loyal Customer,52,Personal Travel,Eco,212,3,4,0,3,1,2,3,5,5,0,5,1,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,373,3,3,3,3,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,1306,2,5,2,1,1,2,1,1,3,5,3,5,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,2627,2,2,2,2,5,4,4,4,4,4,5,4,4,5,64,77.0,satisfied
Male,disloyal Customer,30,Business travel,Eco,1445,2,2,2,4,2,2,2,2,1,2,4,1,4,2,1,0.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,1725,2,5,3,4,3,3,3,3,4,5,5,3,5,3,109,105.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,764,4,4,4,4,2,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,48,Personal Travel,Business,1404,2,4,2,2,1,2,4,1,1,2,1,1,1,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,1379,1,5,1,4,5,1,5,5,4,2,4,3,4,5,0,5.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,455,3,1,1,1,1,4,3,3,3,3,3,2,3,3,25,31.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,2702,0,0,0,3,5,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,69,Personal Travel,Business,405,3,4,3,4,4,3,3,3,3,3,3,4,3,2,2,0.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Business,139,5,5,5,4,5,5,5,5,5,4,4,5,4,5,0,0.0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco,486,2,5,2,3,4,2,4,4,5,4,4,5,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Eco,463,4,4,4,4,4,4,4,4,3,1,4,2,5,4,0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,3397,3,1,1,1,5,3,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,18,Business travel,Eco,859,5,5,5,5,2,5,2,2,4,4,3,3,3,2,0,0.0,satisfied
Male,Loyal Customer,76,Business travel,Eco,160,2,4,4,4,2,2,2,2,4,5,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,641,3,3,3,3,5,4,3,3,3,3,3,4,3,2,1,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Eco,764,5,4,4,4,5,5,5,5,4,1,4,4,2,5,39,58.0,satisfied
Male,Loyal Customer,49,Business travel,Eco,1189,2,1,1,1,2,2,2,2,5,2,4,3,3,2,0,0.0,satisfied
Male,Loyal Customer,25,Personal Travel,Eco,2422,3,5,3,4,1,3,1,1,4,3,5,5,5,1,7,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,682,4,4,4,3,4,1,1,1,1,4,4,2,1,1,15,7.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,3398,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,588,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,1766,4,5,4,4,4,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
Female,disloyal Customer,21,Business travel,Eco,237,2,3,2,3,2,2,2,2,3,3,4,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,3293,5,5,5,5,3,4,5,5,5,5,5,1,5,3,0,0.0,satisfied
Male,disloyal Customer,24,Business travel,Business,453,5,1,5,4,4,5,5,4,4,3,4,3,5,4,67,74.0,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,1569,4,4,3,3,2,4,5,4,4,3,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,2422,4,4,4,4,5,5,5,5,4,3,5,5,5,5,7,0.0,satisfied
Male,Loyal Customer,26,Personal Travel,Eco,738,4,5,4,1,1,4,1,1,4,4,5,5,4,1,0,5.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Eco,493,3,1,3,3,1,3,1,1,4,5,2,4,2,1,26,27.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco Plus,1262,3,0,3,3,5,3,5,5,4,5,5,1,1,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Eco,1464,1,5,1,1,2,1,5,2,3,2,3,4,4,2,6,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,605,2,5,5,5,5,3,3,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,1562,3,5,5,5,5,4,3,3,3,3,3,2,3,1,0,5.0,neutral or dissatisfied
Female,Loyal Customer,49,Personal Travel,Eco Plus,1448,2,1,2,4,4,4,3,1,1,2,2,2,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,101,0,4,0,1,3,5,4,3,3,3,3,1,3,1,2,1.0,satisfied
Female,Loyal Customer,54,Business travel,Business,491,1,1,2,1,5,4,4,2,2,2,2,4,2,3,0,0.0,satisfied
Female,Loyal Customer,59,Business travel,Business,3670,4,4,4,4,4,4,5,4,4,4,4,4,4,4,0,6.0,satisfied
Male,Loyal Customer,60,Business travel,Business,370,2,1,2,1,1,3,3,2,2,1,2,3,2,4,4,1.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,3240,1,2,2,2,3,3,4,1,1,1,1,4,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,3902,1,1,1,1,5,5,5,5,5,5,5,4,5,3,55,53.0,satisfied
Female,Loyal Customer,37,Personal Travel,Eco Plus,595,2,2,2,3,4,2,4,4,2,1,3,4,3,4,0,20.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,3252,4,4,3,3,4,4,4,4,1,2,3,1,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,1497,4,4,4,1,3,4,1,3,1,2,5,3,4,3,0,0.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,393,1,4,1,1,1,1,1,1,4,5,4,5,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,1310,2,5,2,3,4,2,4,4,5,4,4,4,5,4,0,10.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,3790,4,4,4,4,5,4,4,4,4,4,4,5,4,3,9,11.0,satisfied
Female,Loyal Customer,37,Personal Travel,Eco,1188,2,2,2,3,2,2,2,2,2,1,4,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,1788,3,4,3,4,4,5,5,4,4,3,2,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,3997,2,1,1,1,3,4,3,3,3,3,2,1,3,4,59,59.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,3189,3,3,3,3,5,5,5,5,3,2,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,64,Personal Travel,Eco,954,4,1,4,3,3,4,4,2,2,4,2,1,2,3,0,0.0,satisfied
Male,disloyal Customer,36,Business travel,Eco Plus,453,1,1,1,3,2,1,2,2,1,1,3,4,4,2,13,11.0,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Eco Plus,762,4,5,4,4,3,4,3,3,4,5,3,2,5,3,11,14.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,2141,4,4,4,4,2,4,4,4,4,4,4,4,4,5,5,0.0,satisfied
Female,Loyal Customer,33,Business travel,Business,1535,2,2,2,2,4,5,5,4,4,4,4,4,4,4,5,10.0,satisfied
Female,Loyal Customer,55,Business travel,Eco,253,5,1,1,1,5,4,3,5,5,5,5,3,5,5,13,13.0,satisfied
Female,Loyal Customer,58,Business travel,Eco,1046,3,2,2,2,1,3,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,334,1,1,1,1,5,4,5,4,4,4,4,5,4,5,22,39.0,satisfied
Male,Loyal Customer,29,Business travel,Business,563,5,5,5,5,4,5,4,4,3,3,5,3,5,4,100,87.0,satisfied
Female,disloyal Customer,8,Business travel,Business,569,1,2,1,4,3,1,3,3,4,5,3,4,3,3,87,95.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,641,1,1,1,1,1,2,1,1,5,2,4,3,5,1,0,0.0,satisfied
Male,Loyal Customer,61,Business travel,Eco,235,3,1,1,1,3,3,3,3,2,5,4,4,4,3,26,42.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,1345,3,3,3,3,2,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,1960,4,4,5,4,1,4,3,4,4,4,4,2,4,2,0,0.0,satisfied
Male,Loyal Customer,26,Business travel,Eco,573,3,5,5,5,3,3,1,3,3,3,2,3,3,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,16,Business travel,Eco,544,5,0,5,4,3,5,3,3,2,2,4,5,3,3,0,0.0,satisfied
Male,disloyal Customer,29,Business travel,Eco,925,5,5,5,4,3,5,3,3,1,2,2,3,3,3,0,0.0,satisfied
Female,Loyal Customer,31,Personal Travel,Eco,534,3,4,3,3,4,3,4,4,5,4,4,4,5,4,0,31.0,neutral or dissatisfied
Female,Loyal Customer,19,Business travel,Business,3870,5,5,5,5,4,4,4,4,3,4,4,4,3,4,161,142.0,satisfied
Female,Loyal Customer,52,Business travel,Eco,305,4,2,2,2,4,3,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,63,Personal Travel,Eco,765,3,2,3,3,3,3,4,4,4,3,4,3,4,2,0,10.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,1719,4,4,4,4,3,5,4,4,4,4,4,3,4,3,4,28.0,satisfied
Female,Loyal Customer,33,Business travel,Business,2519,2,2,2,2,3,2,5,4,4,4,4,5,4,2,0,0.0,satisfied
Female,Loyal Customer,37,Business travel,Business,1752,3,3,3,3,1,4,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,3131,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,337,1,1,1,1,4,5,4,5,5,5,5,3,5,3,19,9.0,satisfied
Male,Loyal Customer,35,Business travel,Eco,224,1,5,5,5,1,1,1,1,2,2,4,1,3,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,54,Business travel,Eco,152,4,0,4,5,3,4,3,3,1,2,1,4,2,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,343,1,0,1,4,1,1,1,1,2,1,3,2,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,2198,4,4,4,4,4,4,5,5,5,4,5,5,5,3,3,10.0,satisfied
Female,disloyal Customer,38,Business travel,Business,417,5,5,5,5,2,5,2,2,4,5,4,4,5,2,0,0.0,satisfied
Female,Loyal Customer,14,Personal Travel,Eco,577,3,2,3,3,3,4,4,3,1,3,3,4,1,4,177,163.0,neutral or dissatisfied
Female,disloyal Customer,11,Business travel,Eco,632,0,5,0,5,3,0,5,3,5,3,5,4,5,3,0,0.0,satisfied
Female,Loyal Customer,26,Business travel,Business,3404,1,2,2,2,1,1,1,1,3,3,4,2,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Business,630,3,4,3,3,4,5,4,5,5,3,5,3,5,5,0,4.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,2342,4,3,4,4,5,5,4,4,4,4,4,4,4,5,51,52.0,satisfied
Male,Loyal Customer,52,Business travel,Business,684,4,4,4,4,5,4,4,4,4,4,4,3,4,3,2,0.0,satisfied
Female,Loyal Customer,48,Business travel,Eco,2640,5,1,1,1,5,5,5,5,5,4,3,5,3,5,0,43.0,satisfied
Female,Loyal Customer,41,Business travel,Business,2660,3,3,3,3,5,5,5,2,2,2,2,3,2,4,0,2.0,satisfied
Female,Loyal Customer,24,Business travel,Business,3920,0,0,0,4,2,2,4,2,3,2,4,4,3,2,52,43.0,satisfied
Male,disloyal Customer,28,Business travel,Eco,986,3,3,3,3,2,3,2,2,4,2,3,4,4,2,21,26.0,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Business,624,1,5,1,2,1,1,1,1,5,3,5,4,5,1,8,0.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Eco,160,3,0,3,3,5,3,5,5,4,3,5,2,4,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,9,Business travel,Eco,967,1,1,1,2,4,1,4,4,4,3,5,5,4,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,14,Business travel,Business,1506,5,0,5,1,5,5,5,5,4,2,4,5,5,5,6,0.0,satisfied
Male,Loyal Customer,55,Business travel,Business,2495,0,3,0,5,2,3,1,4,4,4,1,3,4,4,0,0.0,satisfied
Female,Loyal Customer,27,Business travel,Business,2075,2,2,2,2,2,2,2,2,3,4,2,1,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,71,Business travel,Business,918,4,5,5,5,4,4,3,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,2317,1,1,1,1,2,5,4,5,5,4,5,3,5,3,0,1.0,satisfied
Female,Loyal Customer,16,Personal Travel,Eco,616,2,4,2,4,2,2,1,2,5,4,2,3,4,2,25,20.0,neutral or dissatisfied
Female,disloyal Customer,60,Business travel,Eco,1005,3,3,3,4,3,2,2,3,3,4,3,2,4,2,142,171.0,neutral or dissatisfied
Male,Loyal Customer,31,Personal Travel,Eco,620,2,5,2,5,1,2,1,1,4,5,4,4,4,1,41,30.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,746,3,3,3,3,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
Male,disloyal Customer,40,Business travel,Eco,639,1,3,1,1,4,1,4,4,2,4,1,2,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,406,3,4,3,3,2,4,4,2,2,3,2,4,2,5,0,2.0,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Eco,1023,2,3,2,3,4,2,4,4,3,5,4,3,1,4,0,73.0,neutral or dissatisfied
Male,Loyal Customer,32,Business travel,Business,2171,3,3,3,3,4,4,4,4,5,2,5,4,4,4,0,12.0,satisfied
Male,Loyal Customer,21,Business travel,Business,3753,3,3,3,3,5,4,5,5,3,2,4,5,5,5,0,0.0,satisfied
Male,disloyal Customer,61,Business travel,Eco,337,3,2,4,4,2,4,2,2,4,1,4,2,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,1766,5,5,3,5,4,5,5,5,5,5,5,3,5,3,0,37.0,satisfied
Male,Loyal Customer,60,Personal Travel,Eco Plus,399,1,5,1,5,1,1,1,1,4,3,5,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,928,4,4,4,4,2,4,5,4,4,4,4,4,4,3,0,1.0,satisfied
Male,Loyal Customer,29,Business travel,Business,2510,2,5,5,5,2,1,2,2,4,2,4,3,3,2,48,34.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,590,3,3,3,5,4,3,4,4,1,5,4,2,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,3849,5,5,5,5,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Eco,409,1,4,4,4,1,1,1,1,3,4,4,1,3,1,0,7.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Eco,545,3,0,3,3,3,3,3,3,1,1,4,4,4,3,15,20.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,991,5,5,5,5,3,5,4,4,4,4,4,4,4,4,1,20.0,satisfied
Female,Loyal Customer,22,Personal Travel,Eco,2139,2,4,2,3,2,2,1,2,3,2,4,5,4,2,2,0.0,neutral or dissatisfied
